"Index","SMU-1 Time (s)","SMU-1 Voltage (V)","SMU-1 Current (A)"
"153","3.892847","5.27763605117798","7.19586950026496E-08"
"154","3.917886","5.37813901901245","7.42385424246095E-08"
"155","3.942925","5.47860860824585","7.4890856183174E-08"
"156","3.967964","5.57942867279053","7.64740946124221E-08"
"157","3.993003","5.67990064620972","7.82245166419671E-08"
"158","4.018042","5.78039407730103","7.89580738569384E-08"
"159","4.043081","5.88091135025024","7.9960095433762E-08"
"160","4.06812","5.98138809204102","8.11138178846704E-08"
"161","4.093159","6.08196973800659","8.35029965173817E-08"
"162","4.118198","6.18244409561157","8.54108463954617E-08"
"163","4.143237","6.28294706344604","8.66775877739201E-08"
"164","4.168276","6.38344526290894","8.78617143484917E-08"
"165","4.193315","6.48391485214233","9.03176413658002E-08"
"166","4.218354","6.58437728881836","9.21421303701209E-08"
"167","4.243393","6.68486356735229","9.45506357652448E-08"
"168","4.268432","6.78537607192993","9.43526643482073E-08"
"169","4.293471","6.8858790397644","9.56435215471174E-08"
"170","4.31851","6.98667287826538","9.76950644826502E-08"
"171","4.343549","7.08717107772827","9.85968355848854E-08"
"172","4.368588","7.18762397766113","9.94716060631617E-08"
"173","4.434959","7.28811740875244","1.45760418490681E-06"
"174","4.459998","7.38869667053223","1.48141975842009E-06"
"175","4.485037","7.48917102813721","1.50483720062766E-06"
"176","4.510076","7.58962631225586","1.52488939875184E-06"
"177","4.535115","7.6901650428772","1.54672977714654E-06"
"178","4.560154","7.79065132141113","1.56983969645808E-06"
"179","4.585193","7.89112329483032","1.59558885570732E-06"
"180","4.610232","7.99161911010742","1.61733862569236E-06"
"181","4.635271","8.09211254119873","1.63382287610148E-06"
"182","4.66031","8.19264888763428","1.66068673479458E-06"
"183","4.685349","8.29312133789063","1.67667860750953E-06"
"184","4.710387","8.39394760131836","1.70002579125139E-06"
"185","4.735426","8.49443244934082","1.72203533566062E-06"
"186","4.760465","8.59489250183105","1.74539559338882E-06"
"187","4.785504","8.69544219970703","1.76971070686704E-06"
"188","4.810544","8.79592132568359","1.79020275936637E-06"
"189","4.835583","8.89637470245361","1.81285258804564E-06"
"190","4.860622","8.99692058563232","1.83495399141975E-06"
"191","4.885661","9.09744262695313","1.85247654371778E-06"
"192","4.910701","9.1978759765625","1.87418936548056E-06"
"193","4.935741","9.2983865737915","1.90120806564664E-06"
"194","4.96078","9.39886283874512","1.95421921489469E-06"
"195","4.985819","9.4993953704834","1.97561371351185E-06"
"196","5.010858","9.59981441497803","1.96916698769201E-06"
"197","5.035897","9.70031929016113","1.98788643501757E-06"
"198","5.060936","9.80117034912109","2.01493503482197E-06"
"199","5.085975","9.90168762207031","2.04019670491107E-06"
"200","5.111014","10.0021934509277","2.08980327442987E-06"
"201","5.136053","9.90162086486816","2.04071511689108E-06"
"202","5.161092","9.80117797851563","2.04818252313999E-06"
"203","5.186131","9.70036506652832","2.04841239792586E-06"
"204","5.21117","9.59990978240967","2.02962633011339E-06"
"205","5.236209","9.49938583374023","2.00786939785758E-06"
"206","5.261248","9.39886569976807","1.98819861907396E-06"
"207","5.286287","9.29841041564941","1.97028862203297E-06"
"208","5.311327","9.19787216186523","1.94868448488705E-06"
"209","5.336366","9.09736156463623","1.92533616427681E-06"
"210","5.361405","8.99691581726074","1.90153002677107E-06"
"211","5.386444","8.89638423919678","1.87651028227265E-06"
"212","5.411483","8.79590797424316","1.84626571808622E-06"
"213","5.436522","8.69543266296387","1.8202686078439E-06"
"214","5.461561","8.59489440917969","1.75298566773563E-06"
"215","5.4866","8.49439430236816","1.73205728515313E-06"
"216","5.511639","8.39391708374023","1.70852899827878E-06"
"217","5.536679","8.293137550354","1.68782469245343E-06"
"218","5.561718","8.19266128540039","1.66745894603082E-06"
"219","5.586757","8.09214115142822","1.64449090789276E-06"
"220","5.611796","7.99165964126587","1.62299511430319E-06"
"221","5.636835","7.89115190505981","1.60329580012331E-06"
"222","5.661874","7.79068946838379","1.58547277351317E-06"
"223","5.686913","7.69023895263672","1.56409373630595E-06"
"224","5.711952","7.58967399597168","1.53667451741057E-06"
"225","5.736991","7.4891996383667","1.52037137013394E-06"
"226","5.76203","7.3887300491333","1.50171160839818E-06"
"227","5.787069","7.28814363479614","1.47828336594102E-06"
"228","5.812108","7.18765258789063","1.46128775213583E-06"
"229","5.837147","7.08719491958618","1.43350473535975E-06"
"230","5.862186","6.98669672012329","1.41929388064455E-06"
"231","5.887225","6.8859338760376","1.39688370381919E-06"
"232","5.912264","6.78540706634521","1.37614244977158E-06"
"233","5.937303","6.68505668640137","1.35838502046681E-06"
"234","5.962342","6.58443689346313","1.33942955926614E-06"
"235","5.987381","6.48396968841553","1.31662966396107E-06"
"236","6.01242","6.38348340988159","1.2927746411151E-06"
"237","6.037459","6.28296136856079","1.26831650959502E-06"
"238","6.062498","6.18252754211426","1.25445365029009E-06"
"239","6.087537","6.08210802078247","1.2349390772215E-06"
"240","6.112576","5.98149538040161","1.21122479868063E-06"
"241","6.137615","5.88100910186768","1.19110939067468E-06"
"242","6.162654","5.7805061340332","1.16864680421713E-06"
"243","6.187693","5.67997694015503","1.14530803330126E-06"
"244","6.212732","5.57949781417847","1.12510076633043E-06"
"245","6.237771","5.47868728637695","1.11038798422669E-06"
"246","6.26281","5.37820100784302","1.08733172510256E-06"
"247","6.287849","5.27773380279541","1.06229299490224E-06"
"248","6.312888","5.17720699310303","1.04021069091687E-06"
"249","6.337927","5.07671117782593","1.01930618257029E-06"
"250","6.383562","4.97611284255981","7.5007295663454E-07"
"251","6.408601","4.875648021698","7.35764729142829E-07"
"252","6.433641","4.77514982223511","7.19140984983824E-07"
"253","6.458786","4.67459678649902","7.05100319464691E-07"
"254","6.483825","4.57411050796509","6.91506272687548E-07"
"255","6.508864","4.47361946105957","6.77903187806805E-07"
"256","6.533903","4.37311172485352","6.6794729036701E-07"
"257","6.559048","4.27259922027588","6.52869346140506E-07"
"258","6.584086","4.17179346084595","6.36499180473038E-07"
"259","6.609125","4.07130479812622","6.23174685188133E-07"
"260","6.634164","3.97078990936279","6.07927916007611E-07"
"261","6.659309","3.87031555175781","5.94041011936497E-07"
"262","6.684348","3.76981496810913","5.81016763590014E-07"
"263","6.709386","3.6693000793457","5.62366267331527E-07"
"264","6.734425","3.56881380081177","5.51440962226479E-07"
"265","6.75957","3.46832513809204","5.37902224095888E-07"
"266","6.784609","3.36771011352539","5.20751598287461E-07"
"267","6.809648","3.26723575592041","5.04485115015996E-07"
"268","6.834687","3.1667685508728","4.89657168145641E-07"
"269","6.859833","3.06623220443726","4.75612154104965E-07"
"270","6.884872","2.96573162078857","4.56731186204706E-07"
"271","6.909911","2.86524295806885","4.44803106347536E-07"
"272","6.93495","2.76443958282471","4.27620420850872E-07"
"273","6.960095","2.66392946243286","4.14088475508834E-07"
"274","6.985134","2.56342649459839","3.96118764456332E-07"
"275","7.010173","2.46291875839233","3.79386307258756E-07"
"276","7.035212","2.36237764358521","3.5701179967873E-07"
"277","7.060357","2.26190805435181","3.48456978827016E-07"
"278","7.085396","2.16141939163208","3.31952207943687E-07"
"279","7.110435","2.06085443496704","3.14747921947856E-07"
"280","7.135474","1.96009373664856","2.94106257570093E-07"
"281","7.160555","1.85960030555725","2.79413342241241E-07"
"282","7.185594","1.75906848907471","2.70496968823863E-07"
"283","7.210633","1.65858197212219","2.51955754038136E-07"
"284","7.235672","1.55806279182434","2.23347782934979E-07"
"285","7.260817","1.45756244659424","2.18799584672524E-07"
"286","7.285856","1.35703754425049","2.06479072062393E-07"
"287","7.310895","1.25654339790344","1.80746198452653E-07"
"288","7.335934","1.15601468086243","1.64719338613395E-07"
"289","7.360973","1.0554792881012","1.53766279709089E-07"
"290","7.386012","0.954989910125732","1.31427881910895E-07"
"291","7.411052","0.854453802108765","1.2274563232495E-07"
"292","7.501394","0.753942012786865","1.9588600963516E-08"
"293","7.526433","0.653429508209229","1.83816073473508E-08"
"294","7.551472","0.552925109863281","1.64122226919972E-08"
"295","7.576511","0.452383995056152","1.54946917518828E-08"
"296","7.60155","0.351837873458862","1.37161855207069E-08"
"297","7.626589","0.251334428787231","1.21078373993555E-08"
"298","7.651628","0.15080301463604","1.03551505148403E-08"
"299","7.676667","0.0502861738204956","8.62580584737316E-09"
"300","7.701706","-0.0500808954238892","7.16105708065129E-09"
"301","7.726745","-0.150593191385269","6.4208984795755E-09"
"302","7.751784","-0.251095533370972","3.28477622879575E-09"
"303","7.776823","-0.351647615432739","2.30518582000627E-09"
"304","7.801862","-0.452177047729492","4.29666052736977E-10"
"305","7.826901","-0.552700757980347","-1.53785950640639E-09"
"306","7.85194","-0.653205394744873","-2.04883821020019E-09"
"307","7.876979","-0.753729343414307","-4.08990397104958E-09"
"308","7.902018","-0.854287624359131","-4.58017579418879E-09"
"309","7.927057","-0.954800844192505","-6.06623906662662E-09"
"310","7.952096","-1.05531072616577","-7.72587060993146E-09"
"311","7.977135","-1.15581893920898","-8.7817788596567E-09"
"312","8.002174","-1.25632739067078","-1.06335518168521E-08"
"313","8.027213","-1.35687446594238","-1.2264430360176E-08"
"314","8.052252","-1.45738983154297","-1.33036142102583E-08"
"315","8.077291","-1.55789804458618","-1.48734455862609E-08"
"316","8.10233","-1.65840196609497","-1.54958126330484E-08"
"317","8.127369","-1.75890779495239","-1.66365623499587E-08"
"318","8.152408","-1.85941958427429","-1.86355233466884E-08"
"319","8.177447","-1.95996427536011","-1.94734095515514E-08"
"320","8.202486","-2.05878734588623","-2.01333758553801E-08"
"321","8.227525","-2.15935230255127","-2.26355432175751E-08"
"322","8.252564","-2.25982189178467","-2.31747865342413E-08"
"323","8.277603","-2.36061096191406","-2.40445370280895E-08"
"324","8.302642","-2.46110677719116","-2.46912605916805E-08"
"325","8.327681","-2.56156921386719","-2.59243364553186E-08"
"326","8.352721","-2.66208171844482","-2.71948703556291E-08"
"327","8.37776","-2.76253461837769","-2.84904011493836E-08"
"328","8.402799","-2.86303758621216","-2.88504011791701E-08"
"329","8.427838","-2.96354293823242","-2.98650135732714E-08"
"330","8.452877","-3.06432008743286","-3.14682608859584E-08"
"331","8.477916","-3.1648588180542","-3.22576632072469E-08"
"332","8.502955","-3.26529741287231","-3.48222144452848E-08"
"333","8.527994","-3.36577653884888","-3.50575319885138E-08"
"334","8.553033","-3.46632957458496","-3.63196370756214E-08"
"335","8.578072","-3.5667896270752","-3.72929207514971E-08"
"336","8.603111","-3.66726875305176","-3.73265400810396E-08"
"337","8.62815","-3.76778125762939","-3.92687198313979E-08"
"338","8.653189","-3.86857986450195","-4.04972091416766E-08"
"339","8.678228","-3.96906137466431","-4.0945078438881E-08"
"340","8.703267","-4.06956195831299","-4.27989377271842E-08"
"341","8.728306","-4.17001247406006","-4.42955148116653E-08"
"342","8.753345","-4.2704701423645","-4.55106849983622E-08"
"343","8.778384","-4.37095880508423","-4.61462512646449E-08"
"344","8.803423","-4.47145938873291","-4.6242334406088E-08"
"345","8.828462","-4.5722484588623","-4.87715965391544E-08"
"346","8.853501","-4.67272758483887","-4.92485057179692E-08"
"347","8.87854","-4.77328538894653","-5.11209030662485E-08"
"348","8.903579","-4.87372636795044","-5.24242409483122E-08"
"349","8.928618","-4.97417688369751","-5.30276409449471E-08"
"350","8.953657","-5.07467746734619","-5.43216103210398E-08"
"351","8.978696","-5.17517805099487","-5.6645596657745E-08"
"352","9.003735","-5.27564287185669","-5.63027739985955E-08"
"353","9.028774","-5.37644386291504","-5.87766173509863E-08"
"354","9.053813","-5.47691106796265","-6.04118852720603E-08"
"355","9.078852","-5.57737350463867","-6.22403533157012E-08"
"356","9.103891","-5.67784309387207","-6.32865067018429E-08"
"357","9.12893","-5.77829837799072","-6.53297789199314E-08"
"358","9.153969","-5.87881088256836","-6.70492994458982E-08"
"359","9.179008","-5.97926616668701","-6.72627251674385E-08"
"360","9.204047","-6.08014106750488","-6.96428870128329E-08"
"361","9.229086","-6.18059396743774","-7.13720709200061E-08"
"362","9.254125","-6.2810230255127","-7.40066994353583E-08"
"363","9.279164","-6.38155937194824","-7.36761194275459E-08"
"364","9.304203","-6.48198127746582","-7.57649516458514E-08"
"365","9.329242","-6.58244371414185","-7.79467939082679E-08"
"366","9.354281","-6.68294429779053","-7.8833522820787E-08"
"367","9.37932","-6.78339719772339","-8.06334270464504E-08"
"368","9.404359","-6.88422679901123","-7.93631471651679E-08"
"369","9.429398","-6.98467969894409","-8.5488224499386E-08"
"370","9.454437","-7.08514451980591","-8.47920205160335E-08"
"371","9.479476","-7.18560457229614","-8.76531629501187E-08"
"372","9.504515","-7.28606224060059","-8.93792275746819E-08"
"373","9.529554","-7.38659381866455","-9.12081858928104E-08"
"374","9.554593","-7.48706102371216","-9.13191229301447E-08"
"375","9.579632","-7.58788108825684","-9.51165546325683E-08"
"376","9.604671","-7.68831014633179","-9.53387413460405E-08"
"377","9.62971","-7.78878688812256","-9.80569723196822E-08"
"378","9.654749","-7.88926601409912","-9.98383171690875E-08"
"379","9.720963","-7.98976898193359","-1.60391925874137E-06"
"380","9.746002","-8.0901927947998","-1.62414426085888E-06"
"381","9.771041","-8.19072532653809","-1.64391747148329E-06"
"382","9.79608","-8.2911205291748","-1.67098403380805E-06"
"383","9.821119","-8.3919506072998","-1.69127940807812E-06"
"384","9.846158","-8.49242401123047","-1.71077010691079E-06"
"385","9.871197","-8.59288692474365","-1.73226590050035E-06"
"386","9.896236","-8.69343757629395","-1.75479408426327E-06"
"387","9.921275","-8.79390907287598","-1.77647700638772E-06"
"388","9.946314","-8.89433860778809","-1.80052995801816E-06"
"389","9.971353","-8.99484443664551","-1.82101359769149E-06"
"390","9.996392","-9.09561157226563","-1.84002271907957E-06"
"391","10.021432","-9.19610500335693","-1.85897101800947E-06"
"392","10.046471","-9.29660034179688","-1.88311094007076E-06"
"393","10.07151","-9.39703750610352","-1.90026275959099E-06"
"394","10.096549","-9.49753761291504","-1.9253038772149E-06"
"395","10.121588","-9.59796714782715","-1.9444869394647E-06"
"396","10.146627","-9.69845008850098","-1.96460837287304E-06"
"397","10.171665","-9.79891777038574","-1.98913699023251E-06"
"398","10.196704","-9.89972591400146","-2.00927365767711E-06"
"399","10.221743","-10.0002498626709","-2.0305549242039E-06"
