Run History Comment: 60 degree
"Index","SMU-1 Time (s)","SMU-1 Voltage (V)","SMU-1 Current (A)","SMU-1 Resistance (Ω)"
"1","0","0.000161933901836164","-2.87080652583427E-08","-5640.71108167436"
"2","0.025039","8.80956649780273E-05","-2.73716214138631E-08","-3218.50370666785"
"3","0.050078","0.000121545795991551","-3.32648646406142E-08","-3653.87916964952"
"4","0.075117","0.000124955186038278","-2.96932096688352E-08","-4208.2074464798"
"5","0.100156","0.000152325636008754","-3.68621115853784E-08","-4132.30901479814"
"6","0.125195","7.05957427271642E-05","-2.85922165943475E-08","-2469.0545587543"
"7","0.150234","6.99996962794103E-05","-3.04997804789764E-08","-2295.08852785551"
"8","0.175273","0.000140905380249023","-2.75055178633465E-08","-5122.80412057945"
"9","0.200312","0.000158715251018293","-2.4047363211821E-08","-6600.11035805678"
"10","0.225351","0.000116872790385969","-3.72691992822638E-08","-3135.90827376826"
"11","0.25039","0.000144553181598894","-3.1382036524974E-08","-4606.23967102512"
"12","0.275429","8.86917114257813E-05","-2.97054896236659E-08","-2985.70104547686"
"13","0.300468","4.39643881691154E-05","-3.63345762366407E-08","-1209.98764049932"
"14","0.325508","7.89880796219222E-05","-2.86879071609292E-08","-2753.35803266605"
"15","0.350547","7.36236615921371E-05","-2.42278339612767E-08","-3038.80494268739"
"16","0.375586","0.000143599507282488","-3.26625695379335E-08","-4396.4546976537"
"17","0.400625","0.000209856036235578","-2.43318805104309E-08","-8624.735607493"
"18","0.425664","3.73363509424962E-05","-3.19813722171602E-08","-1167.44055536375"
"19","0.450703","0.00012505054473877","-3.10327159525059E-08","-4029.63585044098"
"20","0.475742","7.75575681473129E-05","-3.67858312699809E-08","-2108.35437095596"
"21","0.500782","1.00068664550781","-3.89165899505883E-09","-257136261.624764"
"22","0.525821","2.00184106826782","3.18684811873027E-08","62815703.5944786"
"23","0.55086","2.10271835327148","3.60167149437984E-08","58381736.2730785"
"24","0.575899","2.20240354537964","4.01080022527367E-08","54911823.6181749"
"25","0.600938","2.30253458023071","4.1875697576188E-08","54984984.4540862"
"26","0.625977","2.40239381790161","5.07240649483265E-08","47362012.8897196"
"27","0.651016","2.50257015228271","4.75512642594822E-08","52628887.8172924"
"28","0.676055","2.602379322052","5.04335879725204E-08","51600122.5903252"
"29","0.701094","2.70252704620361","4.76073402921884E-08","56767024.3625657"
"30","0.726133","2.80270338058472","5.3084029616457E-08","52797487.3202887"
"31","0.751172","2.9028844833374","6.0534176782312E-08","47954471.9634417"
"32","0.776211","3.00273418426514","5.56861152745114E-08","53922493.4162277"
"33","0.80125","3.10289144515991","5.88499915465945E-08","52725435.6987154"
"34","0.82629","3.20281267166138","6.05516916607485E-08","52893859.507769"
"35","0.851329","3.30293893814087","6.3538337258251E-08","51983402.1579146"
"36","0.876368","3.40288400650024","7.64683250054077E-08","44500569.4352479"
"37","0.901407","3.50332498550415","7.74594042241006E-08","45227884.4718268"
"38","0.926446","3.60324621200562","7.66503589488821E-08","47008862.8601023"
"39","0.951485","3.70345592498779","8.09458242656547E-08","45752278.8678201"
"40","0.976524","3.80331516265869","8.69375327283706E-08","43747677.7094865"
"41","1.001563","3.90347242355347","8.48492263116896E-08","46004808.6851641"
"42","1.026602","4.00330305099487","8.88469955384608E-08","45058395.3540882"
"43","1.051641","4.10380601882935","8.81352448800499E-08","46562598.474816"
"44","1.07668","4.20369386672974","9.52957179833902E-08","44112096.0698615"
"45","1.101719","4.30386543273926","9.66432338600498E-08","44533541.1579018"
"46","1.167944","4.40373659133911","1.64509765454568E-06","2676884.608747"
"47","1.192983","4.50386047363281","1.65998812917678E-06","2713188.36229652"
"48","1.218022","4.60372686386108","1.71507110735547E-06","2684277.54634601"
"49","1.243061","4.70392227172852","1.74288743437501E-06","2698924.88691636"
"50","1.2681","4.80415344238281","1.77634592546383E-06","2704514.57315578"
"51","1.293139","4.90430116653442","1.81748748673272E-06","2698396.11129915"
"52","1.318178","5.0041675567627","1.87500825177267E-06","2668877.61802203"
"53","1.343217","4.90433931350708","1.85625788162724E-06","2642057.09888101"
"54","1.368256","4.80401039123535","1.83528538855171E-06","2617582.21429876"
"55","1.393295","4.70391273498535","1.75711863903416E-06","2677060.40473793"
"56","1.418334","4.60378885269165","1.72288298472267E-06","2672142.50388148"
