Run History Comment: 60 degree
"Index","SMU-1 Time (s)","SMU-1 Voltage (V)","SMU-1 Current (A)","SMU-1 Resistance (Ω)"
"1","0","5.00174999237061","1.8431436501487E-06","2713706.00547986"
"2","0.025039","5.00172138214111","1.81912889729574E-06","2749514.5558825"
"3","0.050078","5.00163078308105","1.83849692803051E-06","2720499.94037197"
"4","0.075118","5.0014591217041","1.84312580131518E-06","2713574.47122451"
"5","0.100157","5.00137805938721","1.83025713340612E-06","2732609.51595343"
"6","0.125196","5.00128269195557","1.83585882496118E-06","2724219.65346999"
"7","0.150235","5.001220703125","1.8380141000307E-06","2720991.47827073"
"8","0.175274","5.00117540359497","1.84637065103743E-06","2708651.91709201"
"9","0.200313","5.00125885009766","1.84275381798216E-06","2714013.56019119"
"10","0.225352","5.00121355056763","1.83138490683632E-06","2730836.93760867"
"11","0.250391","5.00125169754028","1.84775342404464E-06","2706666.17767256"
"12","0.27543","5.00123262405396","1.86100953669666E-06","2687376.1393675"
"13","0.300469","5.00123023986816","1.84024327154475E-06","2717700.59817689"
"14","0.325508","5.00124454498291","1.85591932222451E-06","2694753.20672259"
"15","0.350547","5.00120162963867","1.86119189038436E-06","2687096.18577043"
"16","0.375586","5.00125885009766","1.86143631708546E-06","2686774.0809572"
"17","0.400625","5.00120878219604","1.85300586963422E-06","2698970.82580925"
"18","0.425664","5.00123500823975","1.8557393559604E-06","2695009.39998736"
"19","0.450703","5.00118017196655","1.84516784429434E-06","2710420.18612632"
"20","0.475742","5.001220703125","1.86433067028702E-06","2682582.43177164"
"21","0.500782","5.00122785568237","1.84259533853037E-06","2714230.16823177"
"22","0.525821","5.00119209289551","1.86511033462011E-06","2681445.70327211"
"23","0.55086","5.00122547149658","1.86974523330719E-06","2674816.53778599"
"24","0.575899","5.00117778778076","1.8680298126128E-06","2677247.3083744"
"25","0.600938","5.00118494033813","1.87551734143199E-06","2666562.88899982"
"26","0.625977","5.00117778778076","1.86833142379328E-06","2676815.11111495"
"27","0.651016","5.00117778778076","1.86512340860645E-06","2681419.23730261"
"28","0.676055","5.00120162963867","1.88482874818874E-06","2653398.42383276"
"29","0.701094","5.00122785568237","1.87996977274452E-06","2660270.35550748"
"30","0.726133","5.00118732452393","1.87857745004294E-06","2662220.46070531"
"31","0.751173","5.00118017196655","1.87843556886946E-06","2662417.73465593"
"32","0.776212","5.00116109848022","1.87695854947378E-06","2664502.6870105"
"33","0.801252","5.00120162963867","1.88544390766765E-06","2652532.70558725"
"34","0.826291","5.00122785568237","1.88463445738307E-06","2653685.88380098"
"35","0.85133","5.00118732452393","1.88051217264729E-06","2659481.49513093"
"36","0.876369","5.00120162963867","1.85139651875943E-06","2701313.07851321"
"37","0.901409","5.00116586685181","1.86244130873092E-06","2685274.34577771"
"38","0.926448","5.00116586685181","1.87397949957813E-06","2668740.96967319"
"39","0.951487","5.00115871429443","1.88544629509124E-06","2652506.5854779"
"40","0.976526","5.00116586685181","1.87979696875118E-06","2660481.92969173"
"41","1.001565","5.00116109848022","1.8983649852089E-06","2634457.09199587"
"42","1.026604","5.00117063522339","1.90567607205594E-06","2624355.0562231"
"43","1.051643","5.00113248825073","1.88195576811268E-06","2657412.34357816"
"44","1.076682","5.00118017196655","1.87842601917509E-06","2662431.27007089"
"45","1.101721","5.00114679336548","1.8945669353343E-06","2639730.85357527"
"46","1.12676","5.00113964080811","1.88535329925799E-06","2652627.30480085"
"47","1.151799","5.00112771987915","1.88731667094544E-06","2649861.46568285"
"48","1.176838","5.00112771987915","1.89648267223674E-06","2637054.26529457"
"49","1.201877","5.00114679336548","1.894485876619E-06","2639843.79883095"
"50","1.226917","5.00112056732178","1.88904880360496E-06","2647427.93186597"
"51","1.251956","5.00118732452393","1.89907188996585E-06","2633490.25960984"
"52","1.276996","5.00116109848022","1.89633487934771E-06","2637277.3885805"
"53","1.302035","5.00116109848022","1.89486377166759E-06","2639324.88090103"
"54","1.327075","5.00117063522339","1.89654826954211E-06","2636985.68369728"
"55","1.352114","5.00117778778076","1.90117475540319E-06","2630572.37298532"
"56","1.377153","5.00117778778076","1.89301124464691E-06","2641916.57705318"
"57","1.402192","5.00117778778076","1.89533830052824E-06","2638672.88831071"
"58","1.427231","5.00117301940918","1.89607499123667E-06","2637645.15777262"
"59","1.45227","5.00116348266602","1.89272873285518E-06","2642303.35591819"
"60","1.477309","5.00118970870972","1.90386890608352E-06","2626856.13107562"
"61","1.502348","5.00114679336548","1.89977288300724E-06","2632497.19905935"
"62","1.527387","5.00117778778076","1.88966987479944E-06","2646588.09164303"
"63","1.552426","5.0011682510376","1.90014122836146E-06","2631998.17802502"
"64","1.577465","5.00120162963867","1.89244269677147E-06","2642722.88834467"
"65","1.602504","5.00115394592285","1.90223329354922E-06","2629096.00146448"
"66","1.627543","5.00113010406494","1.89037916697998E-06","2645569.83668764"
"67","1.652582","5.00115394592285","1.89428089925059E-06","2640133.22834084"
"68","1.677621","5.00115394592285","1.89208742540359E-06","2643193.90255241"
"69","1.70266","5.00115871429443","1.89459672128578E-06","2639695.64504491"
"70","1.727699","5.00113487243652","1.88487877039734E-06","2653292.58888214"
"71","1.752738","5.00112771987915","1.90007324363251E-06","2632071.0197035"
"72","1.777777","5.00113964080811","1.89375396075775E-06","2640860.29359748"
"73","1.802816","5.0011420249939","1.8863045170292E-06","2651290.91291704"
"74","1.827855","5.00117540359497","1.88894262009853E-06","2647605.78240015"
"75","1.852894","5.0011420249939","1.89010734175099E-06","2645956.61554378"
"76","1.877934","5.00116109848022","1.89031595709821E-06","2645674.69776715"
"77","1.902973","5.00112295150757","1.88934802736185E-06","2647009.90981041"
"78","1.928012","5.00109434127808","1.89493050584133E-06","2639196.70186408"
"79","1.953051","5.00113248825073","1.89838760888961E-06","2634410.6255392"
"80","1.97809","5.00112771987915","1.89770457836858E-06","2635356.30196905"
"81","2.003129","5.00112771987915","1.89328909527831E-06","2641502.41627204"
"82","2.028168","5.00109910964966","1.89991828847269E-06","2632270.62973848"
"83","2.053207","5.00108480453491","1.90558193935431E-06","2624439.65344754"
"84","2.078246","5.00106573104858","1.90743207895139E-06","2621884.0430732"
"85","2.103285","5.0010871887207","1.89904324088275E-06","2633477.25899912"
"86","2.128324","5.00106334686279","1.88802357570239E-06","2648835.22177538"
"87","2.153363","5.00108003616333","1.91243634617422E-06","2615030.84595096"
"88","2.178402","5.00109434127808","1.90183868653548E-06","2629610.16446058"
"89","2.203441","5.00107526779175","1.90133323485497E-06","2630299.19012235"
"90","2.22848","5.00110149383545","1.89704417152825E-06","2636259.90838504"
"91","2.253519","5.00105619430542","1.90400714927819E-06","2626595.28153628"
"92","2.278558","5.0011157989502","1.89272395800799E-06","2642284.82858834"
"93","2.303597","5.00109910964966","1.89183469956333E-06","2643518.01497456"
"94","2.328636","5.00110149383545","1.89581987797283E-06","2637962.36759742"
"95","2.353675","5.00110149383545","1.8978821572091E-06","2635095.90141769"
"96","2.378714","5.0011134147644","1.89695833796577E-06","2636385.47809512"
"97","2.403753","5.00112533569336","1.896256208056E-06","2637367.94344916"
"98","2.428792","5.00111818313599","1.88977833204262E-06","2646404.65939218"
"99","2.453831","5.0011157989502","1.89883462553553E-06","2633781.65307036"
"100","2.47887","5.00110387802124","1.89915169812593E-06","2633335.65346901"
"101","2.503909","5.00110864639282","1.89886327461863E-06","2633738.14915518"
"102","2.528948","5.00108242034912","1.90091486729216E-06","2630881.84873483"
"103","2.553987","5.00107765197754","1.91451294995204E-06","2612193.17012341"
"104","2.579026","5.00108957290649","1.89562194918835E-06","2638231.5181821"
"105","2.604065","5.00116348266602","1.89079162282724E-06","2645010.38733604"
"106","2.629104","5.00113248825073","1.90711614322936E-06","2622353.39258479"
"107","2.654143","5.00107765197754","1.88812725809839E-06","2648697.34310934"
"108","2.679182","5.0011157989502","1.88956255442463E-06","2646705.60243666"
"109","2.704221","5.00114440917969","1.88747515039722E-06","2649647.81556313"
"110","2.729261","5.00110864639282","1.91089748113882E-06","2617151.72883705"
"111","2.7543","5.00110387802124","1.91227900359081E-06","2615258.47882571"
"112","2.779339","5.00117301940918","1.90753576134739E-06","2621797.77739873"
"113","2.804378","5.00115156173706","1.91105368685385E-06","2616960.26445516"
"114","2.829417","5.00115871429443","1.89920899629215E-06","2633285.08029304"
"115","2.854456","5.00114679336548","1.91762205759005E-06","2607993.98586946"
"116","2.879495","5.00115633010864","1.90921423381951E-06","2619484.10058912"
"117","2.904534","5.00113487243652","1.89581032827846E-06","2637993.26221518"
"118","2.929573","5.00117778778076","1.91021558748616E-06","2618122.17455638"
"119","2.954612","5.0011157989502","1.90646289865981E-06","2623243.18111086"
"120","2.979651","5.00110149383545","1.91746107702784E-06","2608189.31541881"
"121","3.00469","5.00114917755127","1.97602139451192E-06","2530918.53734031"
"122","3.029729","5.00109672546387","1.92025891010417E-06","2604386.67887372"
"123","3.054768","5.00112771987915","1.95889833776164E-06","2553030.76401288"
"124","3.079807","5.00112295150757","1.90593470961176E-06","2623973.90964474"
"125","3.104846","5.00107765197754","1.90008870504244E-06","2632023.251707"
"126","3.129885","5.0011157989502","1.89839829545235E-06","2634387.004524"
"127","3.154924","5.00110626220703","1.90310117886838E-06","2627871.97955538"
"128","3.179963","5.00111818313599","1.91365006685373E-06","2613392.21300706"
"129","3.205002","5.0011134147644","1.90302489500027E-06","2627981.07786377"
"130","3.230041","5.00109434127808","1.90453170034743E-06","2625891.8874208"
"131","3.25508","5.00112295150757","1.90940249922278E-06","2619208.34058993"
"132","3.280119","5.00110149383545","1.91161143447971E-06","2616170.52693379"
"133","3.305158","5.00110149383545","1.90403932265326E-06","2626574.6900996"
"134","3.330197","5.00111103057861","1.89974537079252E-06","2632516.49798325"
"135","3.355236","5.0011157989502","1.90448872672278E-06","2625962.40596082"
"136","3.380276","5.00105857849121","1.90858236237546E-06","2620300.1123131"
"137","3.405315","5.00107526779175","1.90022706192394E-06","2631830.35754067"
"138","3.430354","5.00108003616333","1.89389106708404E-06","2640637.63913482"
"139","3.455393","5.00107526779175","1.90600394489593E-06","2623853.57658051"
"140","3.480432","5.00107765197754","1.90228820429184E-06","2628980.00455157"
"141","3.505471","5.00110149383545","1.89657919236197E-06","2636906.23306225"
"142","3.53051","5.00108957290649","1.90041055248003E-06","2631583.77350626"
"143","3.555549","5.00108957290649","1.91162826013169E-06","2616141.26407713"
"144","3.580588","5.00112295150757","1.90604805538896E-06","2623817.87141615"
"145","3.605627","5.00109434127808","1.90527794075024E-06","2624863.40408098"
"146","3.630666","5.00110387802124","1.90538526112505E-06","2624720.56442187"
"147","3.655705","5.00107049942017","1.89804427463969E-06","2634854.50062514"
"148","3.680744","5.00109434127808","1.90333958016708E-06","2627536.56435761"
"149","3.705783","5.00110864639282","1.90067044059106E-06","2631233.97912034"
"150","3.730822","5.00108480453491","1.90843456948642E-06","2620516.77563185"
"151","3.755861","5.00113248825073","1.90543642020202E-06","2624665.10833276"
"152","3.7809","5.00112295150757","1.90490720797243E-06","2625389.27385903"
"153","3.805939","5.00108242034912","1.90527794075024E-06","2624857.14728836"
"154","3.830978","5.00108003616333","1.90367688901461E-06","2627063.48174034"
