Run History Comment: 32 degreee
"Index","SMU-1 Time (s)","SMU-1 Voltage (V)","SMU-1 Current (A)","SMU-1 Resistance (Ω)"
"1","0","-10.0014877319336","-2.21446862269659E-06","4516427.83710101"
"2","0.025039","-9.90090370178223","-2.10121515920036E-06","4711989.46877487"
"3","0.050078","-9.80013656616211","-2.00186718757323E-06","4895497.87668101"
"4","0.075117","-9.69963073730469","-2.19978323912073E-06","4409357.50614305"
"5","0.100156","-9.59915351867676","-2.11001156458224E-06","4549336.92298379"
"6","0.125195","-9.49873924255371","-2.01446300707175E-06","4715271.12148919"
"7","0.150234","-9.39836502075195","-2.01745751837734E-06","4658519.41621608"
"8","0.175273","-9.29796981811523","-1.99992064153776E-06","4649169.38452415"
"9","0.200312","-9.19754219055176","-1.95040456674178E-06","4715709.93392236"
"10","0.225351","-9.09707260131836","-2.01970806301688E-06","4504152.24254236"
"11","0.25039","-8.99636268615723","-1.84070461273222E-06","4887455.9361285"
"12","0.275429","-8.89576435089111","-1.73541661752097E-06","5126010.81554621"
"13","0.300468","-8.79538059234619","-1.82215808308683E-06","4826903.15071146"
"14","0.325507","-8.69488716125488","-1.78116192728339E-06","4881581.52724285"
"15","0.350546","-8.59428215026855","-1.7726171108734E-06","4848357.8870758"
"16","0.375585","-8.49383544921875","-1.77599781636673E-06","4782570.88547279"
"17","0.400624","-8.39334297180176","-1.76166167875635E-06","4764446.58643369"
"18","0.425663","-8.29253673553467","-1.79303162894939E-06","4624869.18894654"
"19","0.450702","-8.19201469421387","-1.76206231117249E-06","4649106.13107822"
"20","0.475741","-8.09160709381104","-1.67158952990576E-06","4840666.29339753"
"21","0.50078","-7.9910945892334","-1.45283456731704E-06","5500347.23085548"
"22","0.525819","-7.89062976837158","-1.67718405919004E-06","4704689.22306726"
"23","0.550858","-7.79015779495239","-1.61610603299778E-06","4820325.916674"
"24","0.575897","-7.6897406578064","-1.52055145008489E-06","5057205.17209534"
"25","0.600936","-7.58907079696655","-1.44909256505343E-06","5237119.40837038"
"26","0.625975","-7.48839378356934","-1.56939620410412E-06","4771512.61356849"
"27","0.651014","-7.38795042037964","-1.31326191876724E-06","5625648.86318696"
"28","0.676053","-7.28739500045776","-1.40310044116632E-06","5193779.99368326"
"29","0.701092","-7.18687057495117","-1.41762848215876E-06","5069643.18606735"
"30","0.726131","-7.08648681640625","-1.38342500122235E-06","5122422.11189249"
"31","0.75117","-6.98596239089966","-1.30975843148917E-06","5333779.28551049"
"32","0.776209","-6.8854832649231","-1.30136720599694E-06","5290961.1009049"
"33","0.801248","-6.78469896316528","-1.33020034809306E-06","5100509.08713989"
