Run History Comment: 32 degreee
"Index","SMU-1 Time (s)","SMU-1 Voltage (V)","SMU-1 Current (A)","SMU-1 Resistance (Ω)"
"1","0","0.000177812573383562","-2.29306227339521E-08","-7754.37176070606"
"2","0.025039","0.000164842611411586","-2.26328022989719E-08","-7283.34959295228"
"3","0.050078","0.000144195553730242","-2.1518660631159E-08","-6700.95393955173"
"4","0.075117","0.000151705738971941","-2.33071926203365E-08","-6508.96662859221"
"5","0.100156","0.000156164169311523","-2.31709247344725E-08","-6739.66063508854"
"6","0.125195","0.000135016438434832","-2.36966855027276E-08","-5697.69297141959"
"7","0.150234","0.000149106985190883","-2.17748645781057E-08","-6847.66532788488"
"8","0.175273","0.00015006065950729","-1.93882829790937E-08","-7739.76012569548"
"9","0.200312","0.000171542167663574","-1.92142124433303E-08","-8927.87920241406"
"10","0.225351","0.000134491929202341","-2.1071540956541E-08","-6382.63378457815"
"11","0.25039","0.000156426438479684","-2.0136452505426E-08","-7768.32157687824"
"12","0.275429","0.000126814848044887","-2.10701340819242E-08","-6018.70152092104"
"13","0.300468","0.000146818158100359","-2.37144242021259E-08","-6191.09099377575"
"14","0.325507","0.000123167046695016","-2.43822455558984E-08","-5051.50546583764"
"15","0.350546","0.000146102902363054","-2.22426290719113E-08","-6568.59860813656"
"16","0.375585","0.000122237208415754","-2.25666401121316E-08","-5416.72166562538"
"17","0.400624","0.000169634819030762","-2.46267912729081E-08","-6888.22255205357"
"18","0.425663","0.000130057334899902","-2.28488090669998E-08","-5692.08375449827"
"19","0.450702","0.000150370600749739","-2.38619684012065E-08","-6301.68468172708"
"20","0.475741","0.000128436091472395","-2.17686295655994E-08","-5900.0540702553"
"21","0.50078","0.000130152708152309","-2.16495994465049E-08","-6011.78365788753"
"22","0.525819","0.000129461288452148","-2.37691040183563E-08","-5446.6204679894"
"23","0.550858","0.000131201741169207","-2.17130775581609E-08","-6042.52164704743"
"24","0.575897","0.000123143196105957","-2.12139497079988E-08","-5804.82172348722"
"25","0.600936","0.000122737881611101","-2.46609683784982E-08","-4977.00981272561"
"26","0.625975","9.56773801590316E-05","9.63926299890616E-11","992579.828664171"
"27","0.651014","0.00011754035949707","-2.28876473329365E-08","-5135.53699020536"
"28","0.676053","0.000115871429443359","-1.51420955774029E-08","-7652.27169852756"
"29","0.701092","0.000111508372356184","1.77181611604738E-08","6293.45062087709"
"30","0.726131","0.000106549261545297","-1.7953443176566E-08","-5934.75360115723"
"31","0.75117","0.000103640559245832","-1.66292064562867E-08","-6232.44166931673"
"32","0.776209","0.000106835366750602","-1.64212696773802E-08","-6505.91390614357"
"33","0.801248","0.000100541117717512","-5.68318370142151E-09","-17690.9850181975"
"34","0.826287","0.000108790402009618","-1.70247318465044E-08","-6390.1389455338"
"35","0.851326","0.000106239320302848","-1.68607119377384E-08","-6300.99848067851"
"36","0.876365","0.000120186807180289","-1.30717401347624E-08","-9194.39997591978"
"37","0.901404","0.000106287006929051","-1.0961830554379E-08","-9696.10015423851"
"38","0.926443","0.000103163722087629","-1.52931569630255E-08","-6745.74401721305"
"39","0.951482","0.000104475024272688","-1.55928141509776E-08","-6700.20326421564"
"40","0.976521","9.11474271561019E-05","-2.30507737342123E-08","-3954.20250127308"
"41","1.00156","9.74893555394374E-05","-1.12631797222207E-08","-8655.58021302852"
"42","1.026599","9.99212279566564E-05","-1.08598356973744E-08","-9200.98892295533"
"43","1.051638","0.000106215476989746","-2.26020091531609E-08","-4699.38208899857"
"44","1.076677","0.000120496748422738","-1.55420654124327E-08","-7752.9430757863"
"45","1.101716","0.0001136779828812","-1.19366285744604E-08","-9523.45816677455"
"46","1.126755","7.86304517532699E-05","-1.2287890704954E-08","-6399.01946080701"
"47","1.151794","0.0001070260987035","-1.42142653203337E-08","-7529.48508357994"
"48","1.176833","8.9478497102391E-05","-2.53095269187043E-08","-3535.36821884508"
"49","1.201872","8.1467631389387E-05","-1.15014557877657E-08","-7083.24519023455"
"50","1.226911","0.000100421908427961","-7.1511747634645E-09","-14042.7149034336"
"51","1.25195","8.24213057057932E-05","-1.09173772244731E-08","-7549.5518759792"
"52","1.276989","8.57353225001134E-05","-1.07208970590023E-08","-7997.02879602991"
"53","1.302027","7.47442245483398E-05","-1.05365876024166E-08","-7093.77906478915"
"54","1.327066","7.27176666259766E-05","-6.52673248779934E-09","-11141.5117383638"
"55","1.352105","7.18593582860194E-05","-6.94704072046193E-09","-10343.8803913102"
"56","1.377144","8.49008574732579E-05","-2.10775965570065E-08","-4028.0141639316"
"57","1.402183","6.95943817845546E-05","-1.42478828735193E-08","-4884.54196334675"
"58","1.427222","9.24110427149571E-05","-6.94935309297762E-09","-13297.7906689386"
"59","1.452261","7.06434293533675E-05","-4.88991735991817E-09","-14446.7532176351"
"60","1.4773","9.51528563746251E-05","-9.50235179431047E-09","-10013.6112021866"
"61","1.502339","6.83784528519027E-05","-1.94960474431127E-08","-3507.29823834412"
